,state,public_health,phone_number
1729,MS,Public Health District 7 - Southwest/Mississippi Department of Health,16016849411
1730,MS,Public Health District 8 - Southeast/Mississippi Department of Health,16015446766
1731,MS,Public Health District 9 - Coastal/Plains / Mississippi Department of Health,12288315151
1732,MS,Quitman County Health Department,16623262861
1733,MS,Rankin County Health Department,16018252141
1734,MS,Scott County Health Department,16014694941
1735,MS,Sharkey/Issaquena County Health Department,16019812304
1736,MS,Simpson County Health Department,16019812304
1737,MS,Smith County Health Department,16017824472
1738,MS,Stone County Health Department,16019285293
1739,MS,Sunflower County Health Department,16628874951
1740,MS,Tallahatchie County Health Department,16626473404
1741,MS,Tate County Health Department,16625624428
1742,MS,Tippah County Health Department,16628373215
1743,MS,Tishomingo County Health Department,16624236100
1744,MS,Tunica County Health Department,16623632166
1745,MS,Union County Health Department,16625341926
1746,MS,Walthall County Health Department,16018764924
1747,MS,Warren County Health Department,16019812304
1748,MS,Washington County Health Department,16623328177
1749,MS,Wayne County Health Department,16017352351
1750,MS,Webster County Health Department,16622583761
1751,MS,Wilkinson County Health Department,16018884202
1752,MS,Winston County Health Department,16017738087
1753,MS,Yalobusha County Health Department,16624731424
1754,MS,Yazoo County Health Department,16019812304
1755,MO,Adair County Health Department/Home Health Agency,16606658491
1756,MO,Andrew County Health Department,18163243139
1757,MO,Atchison County Health Department,16607364121
1758,MO,Audrain County Health Department,15735811332
1759,MO,Barry County Health Department,14178472114
1760,MO,Barton County Health Department,14176823363
1761,MO,Bates County Health Center,16606796108
1762,MO,Benton County Health Department,16604382876
1763,MO,Bollinger County Health Department,15732382817101
1764,MO,Butler County Health Department,15737858478
1765,MO,Caldwell County Health Department,18165862311
1766,MO,Callaway County Health Department,15736426881
1767,MO,Camden County Health Department,15733465479
1768,MO,Cameron Area Health Office/Missouri Department of Health,18166322107
1769,MO,Cape Girardeau County Public Health Center,15733357846122
1770,MO,Carroll County Health Department,16605423247
1771,MO,"1611 Health Center RoadVan Buren, MO 63965-0070",15733234413
1772,MO,Cass County Health Department,18163808425
1773,MO,Cedar County Health Department,14178765477
1774,MO,Christian County Health Department,14175817285
1775,MO,City of St. Joseph Health Department,18162714636
1776,MO,City of St. Louis Department of Health,1314/6125100
1777,MO,Clark County Health Department,16607272356
1778,MO,Clay County Public Health Center,181659542001002
1779,MO,Clinton County Health Department,18165392144
1780,MO,Cole County Health Department,157363621813103
1781,MO,Columbia Area Health Office,15738829861
1782,MO,Columbia/Boone County Health Department,15738747355
1783,MO,Cooper County Public Health Center,16608822626
1784,MO,Crawford County Nursing Service/Health Department,15737752555
1785,MO,Dade County Health Department,14176372345
1786,MO,Dallas County Health Department,14173452332
1787,MO,Daviess County Health Department,16606632414
1788,MO,Dent County Health Center,15737293106225
1789,MO,Douglas County Health Department,14176834174
1790,MO,Dunklin County Health Department,15738889008
1791,MO,Eastern District Health Office/Missouri Department of Health,13148772800
1792,MO,Franklin County Department of Health,16365837300
1793,MO,Gasconade County Health Department,15734863129
1794,MO,Grundy County Health Department,16603594196
1795,MO,Harrison County Health Department,16604256324
1796,MO,Henry County Health Center,16608858193
1797,MO,Hickory County Health Department,14177452138
1798,MO,Holt County Health Department,16604462909
1799,MO,Howard County Health Department,16602483100
1800,MO,Howell County Health Department,14172567078
1801,MO,Iron County Health Department,15735467121
1802,MO,Jackson County Health Department,18164046415
1803,MO,Jasper County Health Department,1417/3583111
1804,MO,Jefferson County Health Department,16367973737
1805,MO,Johnson County Community Health Services,16607476121
1806,MO,Joplin City Health Department,14176236122
1807,MO,Kansas City Health Department,1816/5136008
1808,MO,Knox County Health Department,16603973396
1809,MO,Laclede County Health Department,14175322135
1810,MO,Lafayette County Health Department,16602594371
1811,MO,Lawrence County Health Department,14174662201
1812,MO,Lewis County Home Health Agency,15737675312
1813,MO,"5 Health Department DrTroy, MO 63379-4551",16365286117
1814,MO,Linn County Health Center,16602587251
1815,MO,Livingston County Health Center,16606465506
1816,MO,Macon County Health Department,16603954711
1817,MO,Madison County Health Department,15737832747
1818,MO,Marion County Health Department and Home Health Agency,15732211166
1819,MO,McDonald County Health Department,14172234351
1820,MO,Mercer County Health Department,16607483630
1821,MO,Miller County Health Department,15733692359
1822,MO,Mississippi County Health Department,15736832191
1823,MO,Moniteau County Health Center,15737963412
1824,MO,Monroe County Health Department,16603274259
1825,MO,Montgomery County Health Department,15735642495
1826,MO,Morgan County Health Department,15733785438236
1827,MO,New Madrid County Health Department,15737485541
1828,MO,Newton County Health Department,141745137431025
1829,MO,Nodaway County Health Department,16605622755
1830,MO,Northeastern District Health Office/Missouri Department of Health,16603853125
1831,MO,Northwestern District Health Office/Missouri Dept. of Health,18163505400
1832,MO,Oregon County Health Department,14177787450
1833,MO,Osage County Health Department,15738973103313
1834,MO,Ozark County Health Center,14176793334
1835,MO,Pemiscot County Health Department,1573/3591656
1836,MO,Perry County Health Department,15735476564222
1837,MO,Pettis County Health Center,16608271130
1838,MO,Phelps/Maries County Health Department,1573/4586010
1839,MO,"1 Healthcare PLBowling Green, MO 63334-3602",1573/3242111
1840,MO,Platte County Health Department,18168582412
1841,MO,Polk County Health Center,14173267250
1842,MO,Pulaski County Health Department,15737362217249
1843,MO,Ralls County Health Department and Home Health Agency,15739857121
1844,MO,Randolph County Health Department,16602636643218
1845,MO,Ray County Health Department,18167765413
1846,MO,Reynolds County Health Center,15736482498
1847,MO,Ripley County Public Health Center,15739962181
1848,MO,Saline County Health Department,16608863434
1849,MO,Schuyler County Health Department,16604573721
1850,MO,Scotland County Health Department,16604657275
1851,MO,Scott County Health Department,15734714044
1852,MO,Shannon County Health Department,15732263914
1853,MO,Shelby County Health Department,15736332353
1854,MO,Southeastern District Health Office/Missouri Dept. of Health,15738409720
1855,MO,Southwestern District Health Office/Missouri Dept. of Health,14178956900
1856,MO,Springfield-Greene County Health Department,14178641658
1857,MO,St. Charles County Health Department,16369497400
1858,MO,St. Clair County Health Department,14176468332
1859,MO,St. Francois County Health Center,15734311947125
1860,MO,St. Louis County Department of Health,13146150600
1861,MO,Ste. Genevieve County Health Department,15738837411
1862,MO,Stoddard County Public Health Center,15735684593203
1863,MO,Stone County Health Department,14173576134
1864,MO,Sullivan County Health Department,16602654141
1865,MO,Taney County Health Department,1417/5464725
1866,MO,Texas County Health Department,14179674131
1867,MO,Tri-County Health Department,16607832707
1868,MO,Vernon County Health Department,14176677418
1869,MO,Warren County Health Department,16364567474
1870,MO,Washington County Health Department,15734382164
1871,MO,Wayne County Health Center,15732243218
1872,MO,Webster County Health Unit,14178592532204
1873,MO,Wright County Health Department,14177417791
1874,MT,Anaconda City/Deer Lodge County Health Department,14065637863
1875,MT,Beaverhead County Public Health Department,14066834771
1876,MT,Big Horn County Health Department,14066655539
1877,MT,Blaine County Health Department,14063572345
1878,MT,Broadwater County Board of Health,14062669270
1879,MT,Butte-Silver Bow Health Department,14064975020
1880,MT,Carbon County Health Department,14064469941
1881,MT,Carter County Health Department,14067758738
1882,MT,Cascade City-County Health Department,14067919260
1883,MT,Central Montana Health District Public Health,14065353983
1884,MT,Chouteau County Health Department,14066223771
1885,MT,Custer County Public Health,14068748706
1886,MT,Daniels County Health Department,14067835560
1887,MT,Dawson County Health Department,14063454113
1888,MT,Fallon County Health Department,14067782824
1889,MT,Flathead City-County Health Department,14067518103
1890,MT,Gallatin City-County Health Department,14065823100
1891,MT,Garfield County Health Department,14065572050
1892,MT,Glacier County Health Department,14068735885
1893,MT,Granite County Health Department,14065315442
1894,MT,Hill County Health Department,14062655481292
1895,MT,Jefferson County Health Department,14062254231
1896,MT,Lake County Health Department,14068837291
1897,MT,Lewis and Clark City-County Health Department,14064578910
1898,MT,Liberty County Health Department,14067595181
1899,MT,Lincoln County Health Department,14062932660
1900,MT,Madison County Public Health ,14068434295
1901,MT,McCone County Health Department,14064852444
1902,MT,Meagher County Health Department,14065473234
1903,MT,Mineral County Health Department,14068223564
1904,MT,Missoula City-County Health Department,14062583882
1905,MT,Park County Health Department,14062224140
1906,MT,Phillips County Health Department,14066542521
1907,MT,Pondera County Health Department,14062713247
1908,MT,Powder River Public Health,14064362297
1909,MT,Powell County Health Department,14068462420
1910,MT,Prairie County Health Department,14066352020
1911,MT,Ravalli County Public Health Nursing Department,14063756670
1912,MT,Richland County Health Department,14064332207
1913,MT,RiverStone Health,14062473200
1914,MT,Roosevelt County Health Department,14066536223
1915,MT,Rosebud County Health Department,14063462156
1916,MT,Sanders County Health Department,14068276925
1917,MT,Sheridan County Health Department,14067651501
1918,MT,Stillwater County Health Department - Columbus Clinic,14063225316202
1919,MT,Sweet Grass County Health Department,14069325449
1920,MT,Teton County Health Department,14064662562
1921,MT,Toole County Health Department,14064245169
1922,MT,Treasure County Health Department,14063425886
1923,MT,Valley County Health Department,14062286263
1924,MT,Wibaux County Health Department,14067962485
1925,NE,Central District Health Department,1308385517525
1926,NE,Dakota County Health Department,14029872161
1927,NE,Douglas County Health Department,14024447471
1928,NE,East Central District Health Department,14025639656.
1929,NE,Elkhorn Logan Valley Health Department,14025292233
1930,NE,Four Corners Health Department,14023622621
1931,NE,Lincoln-Lancaster County Health Department,1402441800071
1932,NE,Loup Basin Public Health Department,13083465795
1933,NE,Midtown Health Center,14023701072
1934,NE,North Central District Health Department (NCDHD),14023362406
1935,NE,Northeast Nebraska Public Health Department,14023752200
1936,NE,Panhandle Public Health District,13084873600
1937,NE,Public Health Solutions District Health Department,14028263880
1938,NE,Sarpy/Cass Health Department,14023394334206
1939,NE,South Heartland District Health Department,14024626211
1940,NE,Southeast District Health Department,14022743993
1941,NE,Southwest Nebraska Public Health Department,13083454223
1942,NE,Three Rivers District Health Department,1402727539611
1943,NE,Two Rivers Public Health Department,13089954778
1944,NE,West Central District Health Department,13086961201
1945,NV,Carson City Health and Human Services,17752837704
1946,NV,Churchill County Health Center,17754234434
1947,NV,Mineral County Public Health Nurses Office,17759453657
1948,NV,Southern Nevada Health District,17027591000
1949,NV,Washoe County Health District,17753282400
1950,NH,Acworth Health Department,16038356879
1951,NH,Albany Health Department,16034476038
1952,NH,Alexandria Health Department,16037448243
1953,NH,Allenstown Health Department,16034854276
1954,NH,Alstead Health Department,16038352986
1955,NH,Alton Health Department,16038750107
1956,NH,Amherst Health Department,16036736041
1957,NH,Andover Health Department,16037355332
1958,NH,Antrim Health Department,16035886785
1959,NH,Ashland Health Department,16039687364
1960,NH,Atkinson Health Department,16033625266
1961,NH,Auburn Health Department,16034830516
1962,NH,Barnstead Health Department,16032694071
1963,NH,Barrington Health Department,16036645183
1964,NH,Bartlett Health Department,16033562950
1965,NH,Bath City Health Department,16037472454
1966,NH,Bedford Health Department,16034723838
1967,NH,Belmont Health Department,16032678302
1968,NH,Bennington Health Department,16035882189
1969,NH,Benton Health Department,16037876541
1970,NH,Berlin Health Department,16037521272
1971,NH,Bethlehem Health Department,16038693351
1972,NH,Boscawen Health Department,16037539188
1973,NH,Bow Health Department,1603.223.3960524
1974,NH,Bradford Health Department,16039385900
1975,NH,Brentwood Health Department,1603642640010
1976,NH,Bridgewater Health Department,16037445055
1977,NH,Bristol Health Department,16037443354
1978,NH,Brookfield Health Department,16035223688
1979,NH,Brookline Health Department,16036738855212
1980,NH,Campton Health Department,16032546605
1981,NH,Canaan Health Department,16035234501
1982,NH,Candia Health Department,16034831015
1983,NH,Canterbury Health Department,16037839955
1984,NH,Carroll Health Department,16038465754
1985,NH,Center Harbor Health Department,16032534561
1986,NH,Charlestown Health Department,16038264400
1987,NH,Chatham Health Department,16036942043
1988,NH,Chester Health Department,16038874979
1989,NH,Chesterfield Health Department,16033634624
1990,NH,Chichester Health Department,16037985350
1991,NH,Claremont Health Department,16035427005
1992,NH,Clarksville Health Department,16032467751
1993,NH,Colebrook Health Department,160323740704142
1994,NH,Columbia Health Department,16032375255
1995,NH,Concord Health Department,16032303639
1996,NH,Conway Health Department,16034473811
1997,NH,Cornish Health Department,16036755611
1998,NH,Croydon Health Department,16037634359
1999,NH,Dalton Health Department,16038372092
2000,NH,Danbury Health Department,16037683313
2001,NH,Danville Health Department,16033828253
2002,NH,Deerfield Health Department,16034638811
2003,NH,Deering Health Department,16034643248
2004,NH,Derry Health Department,16038455519
2005,NH,Dorchester Health Department,16035237119
2006,NH,Dover Health Department,16035166038
2007,NH,Dublin Health Department,16035638544
2008,NH,Dummer Health Department,16034492006
2009,NH,Dunbarton Health Department,16037743541
2010,NH,Durham Health Department,16038688064
2011,NH,East Kingston Health Department,16036428406
2012,NH,Easton Health Department,16038238017
2013,NH,Eaton Health Department,16034472840
2014,NH,Effingham Health Department,16035397770
2015,NH,Ellsworth Health Department,16037263551
2016,NH,Enfield Health Department,16036325026
2017,NH,Epping Health Department,16036795441
2018,NH,Epsom Health Department,16037369002
2019,NH,Errol Health Department,16034823351
2020,NH,Exeter Health Department,16037736131
2021,NH,Farmington Health Department,16037552208
2022,NH,Fitzwilliam Health Department,16035857723
2023,NH,Francestown Health Department,16035473449
2024,NH,Franconia Health Department,16038237752
2025,NH,Franklin Health Department,16039345680
2026,NH,Freedom Health Department,16035396323
2027,NH,Fremont Health Department,16038952226
2028,NH,Gilford Health Department,16035274727
2029,NH,Gilmanton Health Department,16032676700
2030,NH,Gilsum Health Department,16033570320
2031,NH,Goffstown Health Department,16036693068
2032,NH,Gorham Health Department,16034662549
2033,NH,Goshen Health Department,16038635080
2034,NH,Grafton Health Department,16035237700
2035,NH,Grantham Health Department,16038636021
2036,NH,Greenfield Health Department,16035473442
2037,NH,Greenland Health Department,16034317111
2038,NH,Greenville Health Department,16038782084
2039,NH,Groton Health Department,16037449190
2040,NH,Hampstead Health Department,16033294100100
2041,NH,Hampton Health Department,16039265911
2042,NH,Hancock Health Department,16035254441
2043,NH,Hanover Health Department,16036505000
2044,NH,Harrisville Health Department,16038273431
2045,NH,Haverhill Health Department,16037876800
2046,NH,Health and Safety Council of Strafford County,16033350168
2047,NH,Hebron Health Department,16037442631
2048,NH,Henniker Health Department,16034283221
2049,NH,Hill Health Department,16039341094
2050,NH,Hillsborough Health Department,16036211478
2051,NH,Hinsdale Health Department,16033365710
2052,NH,Holderness Health Department,16039682145
2053,NH,Hollis Health Department,16034652780
2054,NH,Hooksett Health Department,16034858472
2055,NH,Hopkinton Health Department,16037462892
2056,NH,Hudson Health Department,16038866005
2057,NH,Jackson Health Department,16033834223
2058,NH,Jaffrey Health Department,16035327445
2059,NH,Jefferson Health Department,16035864553
2060,NH,Keene Health Department,16033525440
2061,NH,Kensington Health Department,16037725423101
2062,NH,Kingston Health Department,16036423342106
2063,NH,Laconia Health Department,16035271264
2064,NH,Lancaster Health Department,16037883391
2065,NH,Landaff Health Department,16038386220
2066,NH,Langdon Health Department,16038352389
2067,NH,Lebanon Health Department,16034481524
2068,NH,Lee Health Department,16036596783
2069,NH,Lempster Health Department,16038632698
2070,NH,Lincoln Health Department,16037452757
2071,NH,Lisbon Health Department,16038386376
2072,NH,Litchfield Health Department,16034244592
2073,NH,Littleton Health Department,1603444399612
2074,NH,Londonderry Health Department,16034321100115
2075,NH,Loudon Health Department,16037984541
2076,NH,Lyman Health Department,16038385900
2077,NH,Lyme Health Department,16037954639
2078,NH,Lyndeborough Health Department,16036545955
2079,NH,Madbury Health Department,16037425131
2080,NH,Madison Health Department,16033674332
2081,NH,Manchester Health Department,16036246466
2082,NH,Marlborough Health Department,16038763751
2083,NH,Marlow Health Department,16034463426
2084,NH,Mason Health Department,16038782070
2085,NH,Meredith Health Department,16036774218
2086,NH,Merrimack Health Department,16034242331
2087,NH,Middleton Health Department,16037551083
2088,NH,Milan Health Department,16034492484
2089,NH,Milford Health Department,16036737964
2090,NH,Milton Health Department,16036524501
2091,NH,Monroe Health Department,16036382644
2092,NH,Mont Vernon Health Department,16036736080
2093,NH,Moultonborough Health Department,16034762347
2094,NH,Nashua Division of Public Health and Community Services,16035894546
2095,NH,Nelson Health Department,16038470047
2096,NH,New Boston Health Department,16034875504108
2097,NH,New Castle Health Department,16034316710
2098,NH,New Durham Health Department,16038592091
2099,NH,New Hampton Health Department,16037443559
2100,NH,New Ipswich Health Department,16038782772
2101,NH,New London Health Department,16035264761
2102,NH,Newbury Health Department,16037634940
2103,NH,Newfields Health Department,16037725070
2104,NH,Newington Health Department,16034367640
2105,NH,Newmarket Health Department,16036598501
2106,NH,Newport Health Department,16038631416
2107,NH,Newton Health Department,16034988028
2108,NH,North Country Health Consortium,16035759074702
2109,NH,North Hampton Health Department,16039608650
2110,NH,Northfield Health Department,16038480409
2111,NH,Northumberland Health Department,16036361450
2112,NH,Northwood Health Department,16039425586
2113,NH,Nottingham Health Department,16036795022
2114,NH,Orange Health Department,16035237908
2115,NH,Orford Health Department,16033534889
2116,NH,Ossipee Health Department,16035394181
2117,NH,Pelham Health Department,16036358233
2118,NH,Pembroke Health Department,16034854747
2119,NH,Peterborough Health Department,16039248000
2120,NH,Piermont Health Department,16032382239
2121,NH,Pittsburg Health Department,16035386697
2122,NH,Pittsfield Health Department,16034356773
2123,NH,Plainfield Health Department,16034693201
2124,NH,Plaistow Health Department,1603382249421
2125,NH,Plymouth Health Department,16035361731
2126,NH,Portsmouth Health Department,16036107273
2127,NH,Randolph Health Department,16034665711
2128,NH,Raymond Health Department,16038954735116
2129,NH,Richmond Health Department,16032394232
2130,NH,Rindge Health Department,16038995181100
2131,NH,Rochester Code Enforcement and Health Department,16033323508
2132,NH,Rollinsford Health Department,16037422510
2133,NH,Roxbury Health Department,16033523700
2134,NH,Rumney Health Department,16037869511
2135,NH,Rye Health Department,16039645523
2136,NH,Salem Health Department,16038902050
2137,NH,Salisbury Health Department,16036482473
2138,NH,Sanbornton Health Department,16032868303
2139,NH,Sandown Health Department,16038873646
2140,NH,Sandwich Health Department,16032847701
2141,NH,Seabrook Health Department,16034743871
2142,NH,Sharon Health Department,16039249250
2143,NH,Shelburne Health Department,16034662262
2144,NH,Somersworth Health Department,16036929522
2145,NH,South Hampton Health Department,16033947696
2146,NH,Springfield Health Department,16037634805
2147,NH,Stark Health Department,16036362106
2148,NH,Stewartstown Health Department,16032463321
2149,NH,Stoddard Health Department,16034463326
2150,NH,Strafford Health Department,16036642192
2151,NH,Stratford Health Department,16039225533
2152,NH,Stratham Health Department,16037727391
2153,NH,Sugar Hill Health Department,16038238468
2154,NH,Sullivan Health Department,16038473316
2155,NH,Sunapee Health Department,16037632212
2156,NH,Surry Health Department,16033523075
2157,NH,Sutton Health Department,16035264928
2158,NH,Swanzey Health Department,16033527411
2159,NH,Tamworth Health Department,16033237525
2160,NH,Temple Health Department,16038782536
2161,NH,Thornton Health Department,16037264232
2162,NH,Tilton Health Department,16032864521
2163,NH,Troy Health Department,16032427722
2164,NH,Tuftonboro Health Department,1603539453915
2165,NH,Unity Health Department,16035433102
2166,NH,Wakefield Health Department,16035226205
2167,NH,Walpole Health Department,16037563672
2168,NH,Warner Health Department,16034562298
2169,NH,Warren Health Department,16037645780
2170,NH,Washington Health Department,16034953661
2171,NH,Waterville Valley Health Department,16032368809
2172,NH,Weare Health Department,16035292572
2173,NH,Webster Health Department,16036482272
2174,NH,Wentworth Health Department,16037649955
2175,NH,Westmoreland Health Department,16033994471
2176,NH,Whitefield Health Department,16038372551
2177,NH,Wilmot Health Department,16035264802
2178,NH,Wilton Health Department,16036549451
2179,NH,Winchester Health Department,16032394951
2180,NH,Windham Health Department,16034323806
2181,NH,Windsor Health Department,16034783293
2182,NH,Wolfeboro Health Department,16035698161
2183,NH,Woodstock Health Department,16037458752
2184,NJ,Atlantic City Health Department,16093475663
2185,NJ,Atlantic County Division of Public Health,16096455935
2186,NJ,Bayonne Health Department,12018586112
2187,NJ,Bergen County Department of Health Services,12016342601
2188,NJ,Bergenfield Health Department,120138740555
2189,NJ,Bernards Township Health Department,19082043067
2190,NJ,Bloomfield Health Department,19736804026
2191,NJ,Branchburg Township Health Department,19085261300183
2192,NJ,Bridgewater Township Division of Health,19087256300
2193,NJ,Burlington County Health Department,16092655548
2194,NJ,Camden County Department of Health & Human Services,18563746037
2195,NJ,Cape May County Health Department,16094651187
2196,NJ,City of Clifton Health and Human Resources,19783655603
2197,NJ,City of Englewood Department of Health,12015683450
2198,NJ,City of Newark Department of Health & Human Services,19737335310
2199,NJ,City of Trenton Department of Health,16099893242106
2200,NJ,City of Vineland Health Department,18567944000
2201,NJ,Clark Health Department,17324288405
2202,NJ,Clifton Health Department,19734705758
2203,NJ,Closter Boro Board of Health,120178406003
2204,NJ,Colts Neck Township Health Department,17324625470109
2205,NJ,County of Sussex Department of Health and Human Services,197357903701243
2206,NJ,Cranford Board of Health,19087097240
2207,NJ,Cumberland County Department of Health,185632776021109
2208,NJ,Denville Township Health Department,19736258300261
2209,NJ,Dover Health Department,19733662200
2210,NJ,East Hanover Township Health Department,19734283035
2211,NJ,East Orange Health Department,19732665480
2212,NJ,Edison Department of Health and Human Resources,17322487290
2213,NJ,Elizabeth Department of Health and Human Services,19088204060
2214,NJ,Elmwood Park Department of Health,12017961457
2215,NJ,Essex County Health Department,19734979401
2216,NJ,Essex Regional Health Commission,19732512059
2217,NJ,Ewing Township Health Department,160988329007691
2218,NJ,Fair Lawn Health Department,12017945330
2219,NJ,Fort Lee Department of Health,120159235001510
2220,NJ,Freehold Township Health Department,17322942060
2221,NJ,Gloucester County Department of Health,18562184131
2222,NJ,Hackensack Department of Health,12016463965
2223,NJ,Hamilton Township Department of Health,16098903820
2224,NJ,Hanover Township Health Department,19734282485
2225,NJ,Harrison Health Department,19732682441
2226,NJ,Hillsborough Township Board of Health,19083695652
2227,NJ,Hoboken Health Department,12014202375
2228,NJ,Hopatcong Board of Health,19737701200
2229,NJ,Hopewell Township Health Department,16097370120
2230,NJ,Hudson Regional Health Commission,12012231133
2231,NJ,Hunterdon County Health Department,19087881351
2232,NJ,Irvington Health Department,19733996645
2233,NJ,Jefferson Township Health Department,19736630700
2234,NJ,Jersey City Division of Health,12015475545
2235,NJ,Kearny Health Department,12019970600
2236,NJ,Lawrence Township Health Department,16098447090
2237,NJ,Lincoln Park Health Department,19732702036
2238,NJ,Linden Board of Health,19084748409
2239,NJ,Little Falls Health Department,19732560170
2240,NJ,Livingston Health Department,19735357961
2241,NJ,Long Beach Island Health Department,16094921212
2242,NJ,Long Branch Department of Health,17325715665
2243,NJ,Madison Boro Board of Health,19735933079
2244,NJ,Manalapan Township Board of Health,17324468345
2245,NJ,Mercer County Division of Public Health,16099245176
2246,NJ,Mid-Bergen Regional Health Commission,12015996290
2247,NJ,Middle-Brook Regional Health Commission,17329685151
2248,NJ,Middlesex County Public Health Department,17327453121
2249,NJ,Monmouth County Health Department,17324317456
2250,NJ,Monmouth County Regional Health Commission,17324939520
2251,NJ,Montclair Department of Health and Human Services,19735094970
2252,NJ,Montgomery Township Health Department,19083598211245
2253,NJ,Montville Township Health Department,19733313316
2254,NJ,Morris County Office of Health Management,19736315485
2255,NJ,Morristown Division of Health,19732961975
2256,NJ,Mount Olive Township Health Department,197369109007330
2257,NJ,North Bergen Health Department,12013922084
2258,NJ,North West Bergen Regional Health Commission,12014457217
2259,NJ,Ocean County Health Department,17323419700
2260,NJ,Palisades Park Health Department,12015854106
2261,NJ,Paramus Board of Health,12012652100755
2262,NJ,Parsippany Health Department,19732637160
2263,NJ,Passaic County Health Department,19738814396
2264,NJ,Paterson Department of Health,19733211277
2265,NJ,Pequannock Township Board of Health,19738355700
2266,NJ,Plainfield Health Department,19087533092
2267,NJ,Princeton Regional Health Commission,16094977608
2268,NJ,Rahway Health Department,17328272099
2269,NJ,Randolph Township Board of Health,19739897050
2270,NJ,Ridgefield Health Department,12019436062
2271,NJ,Ringwood Health Department,19739627079
2272,NJ,Rockaway Township Division of Health,19739832848
2273,NJ,Roxbury Township Health Department,19734482028
2274,NJ,Salem County Health Department,185693575108609
2275,NJ,Somerset County Health Department,19082317155
2276,NJ,South Brunswick Township Health Department,173232940007237
2277,NJ,South Orange Health Department,197337877152020
2278,NJ,Teaneck Department of Health and Human Services,120183716001053
2279,NJ,Township of Maplewood Health Department,19737628120
2280,NJ,Township of Union Department of Health,19088518507
2281,NJ,Township of Washington Local Health Agency,12016668512
2282,NJ,Union County Office of Health Management,19085185625
2283,NJ,Warren County Health Department,19084757960
2284,NJ,Washington Township Health Department,19088763650
2285,NJ,Wayne Health Department,19736941800
2286,NJ,West Caldwell Health Department,19732262303
2287,NJ,West Milford Health Department,19737282720
2288,NJ,West New York Health Department,12012955070
2289,NJ,West Orange Health Department,19733254124
2290,NJ,West Windsor Health Department,16099368400
2291,NJ,Westfield Regional Health Department,190878940704073
2292,NJ,Westwood Board of Health,12016647100
2293,NJ,Woodbridge Township Department of Health and Human Services,173285506005026
2294,NM,Albuquerque City Environmental Health Department,15057682600
2295,NM,Bernalillo County - North Valley Public Health Office,15058975700
2296,NM,Bernalillo County - Northeast Heights Public Health Office,15053324850
2297,NM,Bernalillo County - Southeast Public Health Office,15058418928
2298,NM,Bernalillo County - Southwest Public Health Office,15058737478
2299,NM,Bernalillo County - Stanford Public Health Office,15058414100
2300,NM,Bernalillo County Environmental Health Department,15053140310
2301,NM,Catron County Public Health Office,15055336432
2302,NM,Chaves County - Dexter Public Health Office,15057345582
2303,NM,Chaves County - Roswell Health Office,15056246050
2304,NM,Cibola County Public Health Office,15052854601
2305,NM,Colfax County Public Health Office,15054453601
2306,NM,Curry County Public Health Office,15057635583
2307,NM,De Baca County Public Health Office,15053552362
2308,NM,Dona Ana County - Anthony Public Health Office,15058825858
2309,NM,Dona Ana County - Chaparral Public Health Office,15053552362
2310,NM,Dona Ana County - Dona Ana Village Public Health Office,15053552362
2311,NM,Dona Ana County - East Mesa Public Health Office,15053552362
2312,NM,Dona Ana County - Hatch Public Health Office,15052675213
2313,NM,Dona Ana County - Las Cruces Central Public Health Office,15055285000
2314,NM,Dona Ana County - Las Cruces West Public Health Office,15055237202
2315,NM,Dona Ana County - Sunland Park Public Health Office,15055892543
2316,NM,Eddy County - Carlsbad Public Health Office,15058854191
2317,NM,Grant County Public Health Office,15055385318
2318,NM,Guadalupe County Public Health Office,15054723211
2319,NM,Harding County Public Health Office,15056732251
2320,NM,Hidalgo County Public Health Office,15055429391
2321,NM,Lea County - Hobbs Public Health Office,15053972463
2322,NM,Lea County - Lovington Public Health Office,15053962853
2323,NM,Lincoln County Health Office,15052583252
2324,NM,Los Alamos County Public Health Office,15056624038
2325,NM,Luna County Public Health Office,15055462771
2326,NM,McKinley County - Crown Point Healthcare Facility,15057866424
2327,NM,McKinley County Public Health Office,15057224391
2328,NM,Mora County Public Health Office,15053872748
2329,NM,"New Mexico Department of Health, Northern Region",15058272389
2330,NM,"New Mexico Department of Health, Southern Region",15755285001
2331,NM,Otero County - Holloman Public Health Office,15055727369
2332,NM,Otero County - Tularosa Public Health Office,15055853019
2333,NM,Otero County Public Health Office,15054379340
2334,NM,Rio Arriba County Health Commons,15057532794
2335,NM,Rio Arriba North Public Health Office,15055887215
2336,NM,Roosevelt County Public Health Office,15053564453
2337,NM,San Juan County - Bloomfield Public Health Office,15056340229
2338,NM,San Juan County Public Health Office,15053274461
2339,NM,San Miguel County Public Health Office,15054259368
2340,NM,Sandoval Commons Public Health Office,15058672291
2341,NM,Sandoval County - Cuba Public Health Office,15052893718
2342,NM,Santa Fe County Health Office,15054762600
2343,NM,Sierra County Public Health Office,15058942716
2344,NM,Socorro County Health Office,15758350971
2345,NM,Taos County Public Health Office,15057582073
2346,NM,Torrance County - Moriarty Public Health Office,15058326782
2347,NM,Torrance County Public Health Office,15053842351
2348,NM,Union County Public Health Office,15053748393
2349,NM,Valencia County - Belen Public Health Office,15058610835
2350,NM,Valencia County - Los Lunas Public Health Office,15058415315
2351,NY,Albany County Department of Health,15184474695
2352,NY,Allegany County Health Department,15852689250
