dataset,feature
ahrf_health,#HospW/JCAHOAccreditationShortTermGeneralHospitals2017
ahrf_health,#HospW/JCAHOAccreditationSTNon-Gen+LongTermHosps2017
ahrf_health,#HospW/DNVAccreditationSTGenHsp;DetNorskeVeritas2017
ahrf_health,#HospW/DNVAccreditationSTNG/LTHsp;DetNorskeVeritas2017
ahrf_health,#HspW/ACSCancerPgmApprovedSTGen;AmerCollegeofSurgeon2017
ahrf_health,#HspW/ACSCancerPgmApprovedSTNG/LT;AmerCollegeofSurgeon2017
ahrf_health,#HospW/ResidencyTrainingShortTermGeneralHospitals2017
ahrf_health,#HospW/ResidencyTrainingSTNon-Gen+LongTermHosps2017
ahrf_health,#HospW/MedicalSchoolAffilnShortTermGeneralHospitals2017
ahrf_health,#HospW/MedicalSchoolAffilnSTNon-Gen+LongTermHosps2017
ahrf_health,#HospW/MedicalSchoolAffilnVeteransHospitals2017
ahrf_health,#HospW/CARFAccreditationShortTermGeneralHospitals2017
ahrf_health,#HospW/CARFAccreditationSTNon-Gen+LongTermHosps2017
ahrf_health,#MemberCouncilTeachingHospShortTermGeneralHospitals2017
ahrf_health,#MemberCouncilTeachingHospVeteransHospitals2017
ahrf_health,#MemberCouncilTeachingHospShortTermCommunity2017
ahrf_health,#MemberCouncilTeachingHospSTNon-Gen+LongTermHosps2017
ahrf_health,#HspW/AmerOsteoAssocAccredShortTermGeneralHospitals2017
ahrf_health,#HspW/AmerOsteoAssocAccredSTNon-Gen+LongTermHosps2017
ahrf_health,#HspW/AmerOsteoAssocInternShortTermGeneralHospitals2017
ahrf_health,#HspW/AmerOsteoAssocInternSTNon-Gen+LongTermHosps2017
ahrf_health,#HspW/AmerOsteoAssocResidnShortTermGeneralHospitals2017
ahrf_health,#HspW/AmerOsteoAssocResidnSTNon-Gen+LongTermHosps2017
ahrf_health,#HospW/MedicareCertificationShortTermGeneralHospitals2017
ahrf_health,#HospW/MedicareCertificationSTNon-Gen+LongTermHosps2017
ahrf_health,HospitalAdmissions2017
ahrf_health,HospitalAdmissions2015
ahrf_health,HospitalAdmissions2010
ahrf_health,ShortTermGenHospAdmissions2017
ahrf_health,ShortTermGenHospAdmissions2015
ahrf_health,ShortTermGenHospAdmissions2010
ahrf_health,"STNG/LT,HospAdmissions2017"
ahrf_health,"STNG/LT,HospAdmissions2015"
ahrf_health,"STNG/LT,HospAdmissions2010"
ahrf_health,ShortTermCommunityHospAdmis2017
ahrf_health,ShortTermCommunityHospAdmis2015
ahrf_health,ShortTermCommunityHospAdmis2010
ahrf_health,Veterans'HospitalAdmissions2017
ahrf_health,"NursHomeAdmissions,TotHosp2017"
ahrf_health,"NursHomeAdmissions,TotHosp2015"
ahrf_health,"NursHomeAdmissions,TotHosp2010"
ahrf_health,"NursHomeAdmissions,STGENHosp2017"
ahrf_health,"NursHomeAdmissions,STGENHosp2015"
ahrf_health,"NursHomeAdmissions,STGENHosp2010"
ahrf_health,"NursHomeAdmissions,STNG/LT2017"
ahrf_health,"NursHomeAdmissions,STNG/LT2015"
ahrf_health,"NursHomeAdmissions,STNG/LT2010"
ahrf_health,MedcreBenefAcuteHspReadmissFeeforService2017
ahrf_health,MedcreBenefAcuteHspReadmissFeeforService2016
ahrf_health,MedcreBenefAcuteHspReadmissFeeforService2015
ahrf_health,MedcreBenefAcuteHspReadmissFeeforService2014
ahrf_health,MedcreBenefAcuteHspReadmissFeeforService2013
ahrf_health,MedcreBenefAcuteHspReadmissFeeforService2012
ahrf_health,MedcreBenefAcuteHspReadmissFeeforService2011
ahrf_health,MedcreBenefAcuteHspReadmissFeeforService2010
ahrf_health,MedcreBenefHospReadmissRateFeeforService2017
ahrf_health,MedcreBenefHospReadmissRateFeeforService2016
ahrf_health,MedcreBenefHospReadmissRateFeeforService2015
ahrf_health,MedcreBenefHospReadmissRateFeeforService2014
ahrf_health,MedcreBenefHospReadmissRateFeeforService2013
ahrf_health,MedcreBenefHospReadmissRateFeeforService2012
ahrf_health,MedcreBenefHospReadmissRateFeeforService2011
ahrf_health,MedcreBenefHospReadmissRateFeeforService2010
ahrf_health,PreventableHospitalStaysRateMedicareFFSEnrollees2016
ahrf_health,PreventableHospitalStaysRateMedicareFFSEnrollees2015
ahrf_health,PreventableHospitalStaysRateMedicareFFSEnrollees2014
ahrf_health,PreventableHospitalStaysRateMedicareFFSEnrollees2013
ahrf_health,PreventableHospitalStaysRateMedicareFFSEnrollees2012
ahrf_health,HospitalBeds2017
ahrf_health,HospitalBeds2015
ahrf_health,HospitalBeds2010
ahrf_health,ShortTermGeneralHospBeds2017
ahrf_health,ShortTermGeneralHospBeds2015
ahrf_health,ShortTermGeneralHospBeds2010
ahrf_health,ShortTermNon-GenHospBeds2017
ahrf_health,ShortTermNon-GenHospBeds2015
ahrf_health,ShortTermNon-GenHospBeds2010
ahrf_health,LongTermHospBeds2017
ahrf_health,LongTermHospBeds2015
ahrf_health,LongTermHospBeds2010
ahrf_health,ShortTermCommunityHospBeds2017
ahrf_health,ShortTermCommunityHospBeds2015
ahrf_health,ShortTermCommunityHospBeds2010
ahrf_health,Veterans'HospitalBeds2017
ahrf_health,"NursingHomeBeds,TotalHosp2017"
ahrf_health,"NursingHomeBeds,TotalHosp2015"
ahrf_health,"NursingHomeBeds,TotalHosp2010"
ahrf_health,"NursingHomeBeds,STGenHosp2017"
ahrf_health,"NursingHomeBeds,STGenHosp2015"
ahrf_health,"NursingHomeBeds,STGenHosp2010"
ahrf_health,"NursingHomeBeds,STNGHosp2017"
ahrf_health,"NursingHomeBeds,STNGHosp2015"
ahrf_health,"NursingHomeBeds,STNGHosp2010"
ahrf_health,"NursingHomeBeds,LongTermHsp2017"
ahrf_health,"NursingHomeBeds,LongTermHsp2015"
ahrf_health,"NursingHomeBeds,LongTermHsp2010"
ahrf_health,"LicensedBeds,TotalHospitalInclNursHome2017"
ahrf_health,"LicensedBeds,TotalHospitalInclNursHome2015"
ahrf_health,"LicensedBeds,TotalHospitalInclNursHome2010"
ahrf_health,"LicensedBeds,ShortTermHospInclNursHomes2017"
ahrf_health,"LicensedBeds,ShortTermHospInclNursHomes2015"
ahrf_health,"LicensedBeds,ShortTermHospInclNursHomes2010"
ahrf_health,"LicensedBeds,ShortNon-GenHspInclNursHomes2017"
ahrf_health,"LicensedBeds,ShortNon-GenHspInclNursHomes2015"
ahrf_health,"LicensedBeds,ShortNon-GenHspInclNursHomes2010"
ahrf_health,"LicensedBeds,LongTermHospInclNursHomes2017"
ahrf_health,"LicensedBeds,LongTermHospInclNursHomes2015"
ahrf_health,"LicensedBeds,LongTermHospInclNursHomes2010"
ahrf_health,LicensedNursingHomeBedsTotalHospitals2017
ahrf_health,LicensedNursingHomeBedsTotalHospitals2015
ahrf_health,LicensedNursingHomeBedsTotalHospitals2010
ahrf_health,"LicensedNursHomeBeds,STGEN2017"
ahrf_health,"LicensedNursHomeBeds,STGEN2015"
ahrf_health,"LicensedNursHomeBeds,STGEN2010"
ahrf_health,"LicensedNursHomeBeds,STNG2017"
ahrf_health,"LicensedNursHomeBeds,STNG2015"
ahrf_health,"LicensedNursHomeBeds,STNG2010"
ahrf_health,"LicensedNursHomeBeds,LT2017"
ahrf_health,"LicensedNursHomeBeds,LT2015"
ahrf_health,"LicensedNursHomeBeds,LT2010"
ahrf_health,BassinetsSetUpandStaffedShortTermGeneralHospitals2017
ahrf_health,BassinetsSetUpandStaffedShortTermGeneralHospitals2015
ahrf_health,BassinetsSetUpandStaffedShortTermGeneralHospitals2010
ahrf_health,BassinetsSetUpandStaffedSTNon-Gen+LongTermHosps2017
ahrf_health,BassinetsSetUpandStaffedSTNon-Gen+LongTermHosps2015
ahrf_health,BassinetsSetUpandStaffedSTNon-Gen+LongTermHosps2010
ahrf_health,"#STGenHosp,006-049Beds2017"
ahrf_health,"#STGenHosp,006-049Beds2015"
ahrf_health,"#STGenHosp,006-049Beds2010"
ahrf_health,"#STGenHosp,050-099Beds2017"
ahrf_health,"#STGenHosp,050-099Beds2015"
ahrf_health,"#STGenHosp,050-099Beds2010"
ahrf_health,"#STGenHosp,100-199Beds2017"
ahrf_health,"#STGenHosp,100-199Beds2015"
ahrf_health,"#STGenHosp,100-199Beds2010"
ahrf_health,"#STGenHosp,200-299Beds2017"
ahrf_health,"#STGenHosp,200-299Beds2015"
ahrf_health,"#STGenHosp,200-299Beds2010"
ahrf_health,"#STGenHosp,300+Beds2017"
ahrf_health,"#STGenHosp,300+Beds2015"
ahrf_health,"#STGenHosp,300+Beds2010"
ahrf_health,"#STNG/LTHosps,006-049Beds2017"
ahrf_health,"#STNG/LTHosps,050-099Beds2017"
ahrf_health,"#STNG/LTHosps,100-199Beds2017"
ahrf_health,"#STNG/LTHosps,200-299Beds2017"
ahrf_health,"#STNG/LTHosps,300+Beds2017"
ahrf_health,"#VeteranHosp,006-049Beds2017"
ahrf_health,"#VeteranHosp,050-099Beds2017"
ahrf_health,"#VeteranHosp,100-199Beds2017"
ahrf_health,"#VeteranHosp,200-299Beds2017"
ahrf_health,"#VeteranHosp,300+Beds2017"
ahrf_health,"#HospW/GenMed/SurgCr,AdultShortTermGeneralHospitals2017"
ahrf_health,"#HospW/GenMed/SurgCare,PedShortTermGeneralHospitals2017"
ahrf_health,#HospW/ObstetricCareShortTermGeneralHospitals2017
ahrf_health,#HospW/Medical/SurgIntensCrShortTermGeneralHospitals2017
ahrf_health,#HospW/CardiacIntensiveCareShortTermGeneralHospitals2017
ahrf_health,#HospW/NeonatalIntensCareShortTermGeneralHospitals2017
ahrf_health,#HospW/NeonatalIntermedCareShortTermGeneralHospitals2017
ahrf_health,#HospW/PediatricIntensCareShortTermGeneralHospitals2017
ahrf_health,#HospW/BurnCareShortTermGeneralHospitals2017
ahrf_health,#HospW/OtherSpecialCareShortTermGeneralHospitals2017
ahrf_health,#HospW/OtherIntensiveCareShortTermGeneralHospitals2017
ahrf_health,#HospW/PhysicalRehabCareShortTermGeneralHospitals2017
ahrf_health,#HospW/Alc/DrugAbuseIPCareShortTermGeneralHospitals2017
ahrf_health,#HospW/PsychiatricCareShortTermGeneralHospitals2017
ahrf_health,#HospW/SkilledNursingCareShortTermGeneralHospitals2017
ahrf_health,#HospW/IntermediateNursCareShortTermGeneralHospitals2017
ahrf_health,#HospW/AcuteLong-TermCareShortTermGeneralHospitals2017
ahrf_health,#HospW/OtherLong-TermCareShortTermGeneralHospitals2017
ahrf_health,#HospW/OtherCareShortTermGeneralHospitals2017
ahrf_health,#HospW/AdultDayCareProgramShortTermGeneralHospitals2017
ahrf_health,#HospW/AirborneInfIsolRoomShortTermGeneralHospitals2017
ahrf_health,#HospW/Alc/ChemDepdntPedSvShortTermGeneralHospitals2017
ahrf_health,#HospW/Alc/ChemDepdntOPSerShortTermGeneralHospitals2017
ahrf_health,#HospW/Alc/ChemDepPrtHosplznShortTermGeneralHospitals2017
ahrf_health,#HospW/AlzheimerCenterShortTermGeneralHospitals2017
ahrf_health,#HospW/AmbulanceServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/AmbulatorySurgeryCtrShortTermGeneralHospitals2017
ahrf_health,#HospW/ArthritisTreatmtCntrShortTermGeneralHospitals2017
ahrf_health,#HospW/AssistedLivingShortTermGeneralHospitals2017
ahrf_health,#HospW/AuxiliaryServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/Bariart/WgtCntrlServShortTermGeneralHospitals2017
ahrf_health,#HspW/BirthRm/LDRRm/LDRPRmShortTermGeneralHospitals2017
ahrf_health,#HospW/BloodDonorCenterShortTermGeneralHospitals2017
ahrf_health,#HospW/BreastCancerScrn/MamShortTermGeneralHospitals2017
ahrf_health,#HospW/AdultCardiologyServShortTermGeneralHospitals2017
ahrf_health,#HspW/PedCardiologyServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/AdultDiagnosticCathShortTermGeneralHospitals2017
ahrf_health,#HospW/PedDiagnosticCathShortTermGeneralHospitals2017
ahrf_health,#HspW/AdltIntervntnlCardCthShortTermGeneralHospitals2017
ahrf_health,#HspW/PedIntervntnlCardCathShortTermGeneralHospitals2017
ahrf_health,#HospW/AdultCardiacSurgeryShortTermGeneralHospitals2017
ahrf_health,#HospW/PedCardiacSurgeryShortTermGeneralHospitals2017
ahrf_health,#HspW/AdultCardiacElectrophyShortTermGeneralHospitals2017
ahrf_health,#HospW/PedCardiacElectrophyShortTermGeneralHospitals2017
ahrf_health,#HospW/CardiacRehabilitationShortTermGeneralHospitals2017
ahrf_health,#HospW/CaseManagementShortTermGeneralHospitals2017
ahrf_health,#HospW/CaseManagementSTNon-Gen+LongTermHosps2017
ahrf_health,#HospW/Chapl/PastorCareServShortTermGeneralHospitals2017
ahrf_health,#HospW/ChemotherapyShortTermGeneralHospitals2017
ahrf_health,#HospW/ChildWellnessProgramShortTermGeneralHospitals2017
ahrf_health,#HospW/ChiropracticServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/CommunityOutreachShortTermGeneralHospitals2017
ahrf_health,#HspW/Complmnt/AlternMedServShortTermGeneralHospitals2017
ahrf_health,#HospW/ComputerAsstOrthSrgShortTermGeneralHospitals2017
ahrf_health,#HospW/CrisisPreventionShortTermGeneralHospitals2017
ahrf_health,#HospW/DentalServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/EmergencyDepartmentShortTermGeneralHospitals2017
ahrf_health,#HospW/PediatricEmergDepartShortTermGeneralHospitals2017
ahrf_health,#HospW/CertifiedTraumaCntrShortTermGeneralHospitals2017
ahrf_health,#HospW/EnablingServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/OpticalColonoscopyShortTermGeneralHospitals2017
ahrf_health,#HospW/EndoscopicUltrasoundShortTermGeneralHospitals2017
ahrf_health,#HospW/AblatofBarretsEsophShortTermGeneralHospitals2017
ahrf_health,#HospW/EsophImpedanceStudyShortTermGeneralHospitals2017
ahrf_health,#HospW/ERCPShortTermGeneralHospitals2017
ahrf_health,#HspW/Enroll(Insur)AssistPgmShortTermGeneralHospitals2017
ahrf_health,#HospW/ExtracorporealShockShortTermGeneralHospitals2017
ahrf_health,#HospW/FertilityClinicShortTermGeneralHospitals2017
ahrf_health,#HospW/FitnessCenterShortTermGeneralHospitals2017
ahrf_health,#HospW/FreestandngOutpatCtrShortTermGeneralHospitals2017
ahrf_health,#HospW/GeriatricServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/GeriatricServicesSTNon-Gen+LongTermHosps2017
ahrf_health,#HospW/HealthFairShortTermGeneralHospitals2017
ahrf_health,#HospW/CommunityHealthEducShortTermGeneralHospitals2017
ahrf_health,#HospW/GeneticTest/CounselingShortTermGeneralHospitals2017
ahrf_health,#HospW/HealthScreeningsShortTermGeneralHospitals2017
ahrf_health,#HospW/HealthResearchShortTermGeneralHospitals2017
ahrf_health,#HospW/HemodialysisShortTermGeneralHospitals2017
ahrf_health,#HospW/HIV-AIDSServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/HomeHealthServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/HospiceShortTermGeneralHospitals2017
ahrf_health,#HspW/Hsp-BsdOutpatCrCtr/SvShortTermGeneralHospitals2017
ahrf_health,#HospW/ImmunizationProgramShortTermGeneralHospitals2017
ahrf_health,#HospW/IndigentCareClinicShortTermGeneralHospitals2017
ahrf_health,#HospW/Ling/TranslationServShortTermGeneralHospitals2017
ahrf_health,#HospW/Ling/TranslationServSTNon-Gen+LongTermHosps2017
ahrf_health,#HospW/MealsOnWheelsShortTermGeneralHospitals2017
ahrf_health,#HospW/MobileHealthServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/NeurologicalServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/NutritionProgramsShortTermGeneralHospitals2017
ahrf_health,#HospW/NutritionProgramsSTNon-Gen+LongTermHosps2017
ahrf_health,#HospW/OccupationalHlthServShortTermGeneralHospitals2017
ahrf_health,#HospW/OccupationalHlthServSTNon-Gen+LongTermHosps2017
ahrf_health,#HospW/OncologyServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/OrthopedicServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/OutpatientSurgeryShortTermGeneralHospitals2017
ahrf_health,#HospW/PainManagementPgmShortTermGeneralHospitals2017
ahrf_health,#HospW/PalliativeCarePgmShortTermGeneralHospitals2017
ahrf_health,#HospW/IPPalliativeCreUnitShortTermGeneralHospitals2017
ahrf_health,#HospW/PatientCtrlAnalgesiaShortTermGeneralHospitals2017
ahrf_health,#HospW/PatientEducationCntrShortTermGeneralHospitals2017
ahrf_health,#HospW/PatientReprServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/PatientReprServicesSTNon-Gen+LongTermHosps2017
ahrf_health,#HospW/AssistvTechnologyCtrShortTermGeneralHospitals2017
ahrf_health,#HospW/ElectrodiagnosticServShortTermGeneralHospitals2017
ahrf_health,#HospW/PhysicalRehabOPServShortTermGeneralHospitals2017
ahrf_health,#HospW/PhysicalRehabOPServSTNon-Gen+LongTermHosps2017
ahrf_health,#HospW/ProsthandOrthoticServShortTermGeneralHospitals2017
ahrf_health,#HospW/Robot-AsstWalkTherapShortTermGeneralHospitals2017
ahrf_health,#HospW/SimulatedRehabEnviroShortTermGeneralHospitals2017
ahrf_health,#HospW/PrimaryCareDeptShortTermGeneralHospitals2017
ahrf_health,#HospW/PsychConsl/LiaisnSerShortTermGeneralHospitals2017
ahrf_health,#HospW/PsychConsl/LiaisnSerSTNon-Gen+LongTermHosps2017
ahrf_health,#HospW/PsychPediatricServShortTermGeneralHospitals2017
ahrf_health,#HospW/PsychGeriatricServShortTermGeneralHospitals2017
ahrf_health,#HospW/PsychEducationalServShortTermGeneralHospitals2017
ahrf_health,#HospW/PsychEmergencyServShortTermGeneralHospitals2017
ahrf_health,#HospW/PsychOutpatientServShortTermGeneralHospitals2017
ahrf_health,#HospW/PsychIntensiveOPServShortTermGeneralHospitals2017
ahrf_health,#HospW/PsychPrtHospAdultServShortTermGeneralHospitals2017
ahrf_health,#HospW/PsychPartHospPedServShortTermGeneralHospitals2017
ahrf_health,#HospW/PsychResdntlAdultTrmtShortTermGeneralHospitals2017
ahrf_health,#HospW/PsychResdntlPedTrmtShortTermGeneralHospitals2017
ahrf_health,#HospW/C.T.ScannerShortTermGeneralHospitals2017
ahrf_health,#HospW/DiagRadioisotopeFacShortTermGeneralHospitals2017
ahrf_health,#HspW/ElectrnBeamCompTomogrShortTermGeneralHospitals2017
ahrf_health,#HspW/Full-fieldDigitMammogShortTermGeneralHospitals2017
ahrf_health,#HospW/MagResonanceImagingShortTermGeneralHospitals2017
ahrf_health,#HospW/MagResonanceImagingSTNon-Gen+LongTermHosps2017
ahrf_health,#HospW/IntraoperativeMRIShortTermGeneralHospitals2017
ahrf_health,#HospW/MagnetoencephalographyShortTermGeneralHospitals2017
ahrf_health,#HspW/MultislceSpComTom<64ShortTermGeneralHospitals2017
ahrf_health,#HspW/MultislceSpComTom64+ShortTermGeneralHospitals2017
ahrf_health,#HospW/PositronEmissionTomShortTermGeneralHospitals2017
ahrf_health,#HospW/PositronEmissTom/CTShortTermGeneralHospitals2017
ahrf_health,#HspW/SinglPhotonEmisTomogShortTermGeneralHospitals2017
ahrf_health,#HospW/UltrasoundShortTermGeneralHospitals2017
ahrf_health,#HospW/Image-guidedRadTherShortTermGeneralHospitals2017
ahrf_health,#HspW/Intens-ModulatdRadTherShortTermGeneralHospitals2017
ahrf_health,#HospW/ProtonTherapyShortTermGeneralHospitals2017
ahrf_health,#HospW/ShapedBeamRadSystemShortTermGeneralHospitals2017
ahrf_health,#HospW/StereotacticRadiosurgShortTermGeneralHospitals2017
ahrf_health,#HospW/RetirementHousingShortTermGeneralHospitals2017
ahrf_health,#HospW/RoboticSurgeryShortTermGeneralHospitals2017
ahrf_health,#HospW/RuralHealthClinicShortTermGeneralHospitals2017
ahrf_health,#HospW/SleepCenterShortTermGeneralHospitals2017
ahrf_health,#HospW/SocialWorkServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/SocialWorkServicesSTNon-Gen+LongTermHosps2017
ahrf_health,#HospW/SportsMedicineShortTermGeneralHospitals2017
ahrf_health,#HospW/SupportGroupsShortTermGeneralHospitals2017
ahrf_health,#HospW/SupportGroupsSTNon-Gen+LongTermHosps2017
ahrf_health,#HospW/SwingBedServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/TeenOutreachServicesShortTermGeneralHospitals2017
ahrf_health,#HospW/TobaccoTreatmentServShortTermGeneralHospitals2017
ahrf_health,#HospW/TelehealthConsl/OffVisitShortTermGeneralHospitals2017
ahrf_health,#HospW/TelehealtheICUShortTermGeneralHospitals2017
ahrf_health,#HospW/TelehealthStrokeCareShortTermGeneralHospitals2017
ahrf_health,#HospW/TelehealthPsyc/AddictTrmtShortTermGeneralHospitals2017
ahrf_health,#HospW/TelehealthMonitorPostDischargeShortTermGeneralHospitals2017
ahrf_health,#HospW/TelehealthMonitorChronCareShortTermGeneralHospitals2017
ahrf_health,#HspW/BoneMarrowTranspltSerShortTermGeneralHospitals2017
ahrf_health,#HospW/HeartTransplantShortTermGeneralHospitals2017
ahrf_health,#HospW/KidneyTransplantShortTermGeneralHospitals2017
ahrf_health,#HospW/LiverTransplantShortTermGeneralHospitals2017
ahrf_health,#HospW/LungTransplantShortTermGeneralHospitals2017
ahrf_health,#HospW/TissueTransplantShortTermGeneralHospitals2017
ahrf_health,#HospW/OthTransplantServiceShortTermGeneralHospitals2017
ahrf_health,#HospW/TransporttoHlthServShortTermGeneralHospitals2017
ahrf_health,#HospW/UrgentCareCenterShortTermGeneralHospitals2017
ahrf_health,#HspW/ViolencePrevPgm-WrkplcShortTermGeneralHospitals2017
ahrf_health,#HspW/ViolencePrevPgm-CommShortTermGeneralHospitals2017
ahrf_health,#HospW/VirtualColonoscopyShortTermGeneralHospitals2017
ahrf_health,#HospW/VolunteerServDeptShortTermGeneralHospitals2017
ahrf_health,#HospW/Women'sHlthCntr/ServShortTermGeneralHospitals2017
ahrf_health,#HospW/WoundMngmntServicesShortTermGeneralHospitals2017
ahrf_health,#Hospw/HospitalistsCareShortTermGeneralHospitals2017
ahrf_health,#Hospw/HospitalistsCareSTNon-Gen+LongTermHosps2017
ahrf_health,#HspParticiptninPhysArrangShortTermGeneralHospitals2017
ahrf_health,#HospW/APRN/PhysicianAssistShortTermGeneralHospitals2017
ahrf_health,#HospW/PrimaryCareAPRN/PAsShortTermGeneralHospitals2017
ahrf_health,#HospW/AnesthSvcAPRN/PAsShortTermGeneralHospitals2017
ahrf_health,"GenMed/Surg,Adult,BedSetUpShortTermGeneralHospitals2017"
ahrf_health,"GenMed/Surg,Ped,BedsSetUpShortTermGeneralHospitals2017"
ahrf_health,"ObstetricsCare,BedsSetUpShortTermGeneralHospitals2017"
ahrf_health,"Med/SurgIntensCr,BedsSetUpShortTermGeneralHospitals2017"
ahrf_health,"CardiacIntensCr,BedsSetUpShortTermGeneralHospitals2017"
ahrf_health,"NeonatalIntensCr,BedsSetUpShortTermGeneralHospitals2017"
ahrf_health,"NeonatIntermedCr,BedsSetUpShortTermGeneralHospitals2017"
ahrf_health,"PediatricIntensCr,BedSetUpShortTermGeneralHospitals2017"
ahrf_health,"BurnCare,BedsSetUpShortTermGeneralHospitals2017"
ahrf_health,"OthSpecialCare,BedsSetUpShortTermGeneralHospitals2017"
ahrf_health,"OtherIntensiveCr,BedSetUpShortTermGeneralHospitals2017"
ahrf_health,"RehabilitationCare,BedSetUpShortTermGeneralHospitals2017"
ahrf_health,"Alchl/ChemDependCr,BedSetUpShortTermGeneralHospitals2017"
ahrf_health,"PsychiatricCare,BedsSetUpShortTermGeneralHospitals2017"
ahrf_health,"SkilledNursCare,BedsSetUpShortTermGeneralHospitals2017"
ahrf_health,"IntermediateCare,BedsSetUpShortTermGeneralHospitals2017"
ahrf_health,"AcuteLTCare,BedsSetUpShortTermGeneralHospitals2017"
ahrf_health,"OtherLTCare,BedsSetUpShortTermGeneralHospitals2017"
ahrf_health,"OtherCare,BedsSetUpShortTermGeneralHospitals2017"
ahrf_health,"TotalInpatient,BedsSetUpShortTermGeneralHospitals2017"
ahrf_health,#FTETotalFacilityPersonnelInclNursHomes;STGenHosps2017
ahrf_health,#FTETotalFacilityPersonnelInclNursHomes;STGenHosps2015
ahrf_health,#FTETotalFacilityPersonnelInclNursHomes;STGenHosps2010
ahrf_health,#FTETotalFacilityPersonnelInclNursHomes;STNG/LTHosps2017
ahrf_health,#FTETotalFacilityPersonnelInclNursHomes;STNG/LTHosps2015
ahrf_health,#FTETotalFacilityPersonnelInclNursHomes;STNG/LTHosps2010
ahrf_health,#FTEPhysiciansandDentistsInclNursHomes;STGenHosps2017
ahrf_health,#FTEPhysiciansandDentistsInclNursHomes;STGenHosps2015
ahrf_health,#FTEPhysiciansandDentistsInclNursHomes;STGenHosps2010
ahrf_health,#FTEPhysiciansandDentistsInclNursHomes;STNG/LTHosps2017
ahrf_health,#FTEPhysiciansandDentistsInclNursHomes;STNG/LTHosps2015
ahrf_health,#FTEPhysiciansandDentistsInclNursHomes;STNG/LTHosps2010
ahrf_health,#FTEPhysiciansandDentistsInclNursHomes;VeteransHosps2017
ahrf_health,#FTEMedicalandDentalResidntsInclNursHomes;STGenHosps2017
ahrf_health,#FTEMedicalandDentalResidntsInclNursHomes;STGenHosps2015
ahrf_health,#FTEMedicalandDentalResidntsInclNursHomes;STGenHosps2010
ahrf_health,#FTEMedicalandDentalResidntsInclNursHomes;STNG/LTHosps2017
ahrf_health,#FTEMedicalandDentalResidntsInclNursHomes;STNG/LTHosps2015
ahrf_health,#FTEMedicalandDentalResidntsInclNursHomes;STNG/LTHosps2010
ahrf_health,#FTEOtherTraineesInclNursHomes;STGenHosps2017
ahrf_health,#FTEOtherTraineesInclNursHomes;STGenHosps2015
ahrf_health,#FTEOtherTraineesInclNursHomes;STGenHosps2010
ahrf_health,#FTEOtherTraineesInclNursHomes;STNG/LTHosps2017
ahrf_health,#FTEOtherTraineesInclNursHomes;STNG/LTHosps2015
ahrf_health,#FTEOtherTraineesInclNursHomes;STNG/LTHosps2010
ahrf_health,#FTETotalTraineesInclNursHomes;STGenHosps2017
ahrf_health,#FTETotalTraineesInclNursHomes;STGenHosps2015
ahrf_health,#FTETotalTraineesInclNursHomes;STGenHosps2010
ahrf_health,#FTETotalTraineesInclNursHomes;STNG/LTHosps2017
ahrf_health,#FTETotalTraineesInclNursHomes;STNG/LTHosps2015
ahrf_health,#FTETotalTraineesInclNursHomes;STNG/LTHosps2010
ahrf_health,#FTER.N.sInclNursHomes;STGenHosps2017
ahrf_health,#FTER.N.sInclNursHomes;STGenHosps2015
ahrf_health,#FTER.N.sInclNursHomes;STGenHosps2010
ahrf_health,#FTER.N.sInclNursHomes;STNG/LTHosps2017
ahrf_health,#FTER.N.sInclNursHomes;STNG/LTHosps2015
ahrf_health,#FTER.N.sInclNursHomes;STNG/LTHosps2010
ahrf_health,#FTER.N.sInclNursHomes;VeteransHosps2017
ahrf_health,#FTEL.P.N.sandL.V.N.sInclNursHomes;STGenHosps2017
ahrf_health,#FTEL.P.N.sandL.V.N.sInclNursHomes;STGenHosps2015
ahrf_health,#FTEL.P.N.sandL.V.N.sInclNursHomes;STGenHosps2010
ahrf_health,#FTEL.P.N.sandL.V.N.sInclNursHomes;STNG/LTHosps2017
ahrf_health,#FTEL.P.N.sandL.V.N.sInclNursHomes;STNG/LTHosps2015
ahrf_health,#FTEL.P.N.sandL.V.N.sInclNursHomes;STNG/LTHosps2010
ahrf_health,#FTEOtherPersonnelInclNursHomes;STGenHosps2017
ahrf_health,#FTEOtherPersonnelInclNursHomes;STGenHosps2015
ahrf_health,#FTEOtherPersonnelInclNursHomes;STGenHosps2010
