STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
20,147,Phillips,Kansas,5642,+39.757048,-099.349355
20,149,Pottawatomie,Kansas,21604,+39.258473,-096.316121
20,151,Pratt,Kansas,9656,+37.645065,-098.731177
20,153,Rawlins,Kansas,2519,+39.807807,-101.053756
20,155,Reno,Kansas,64511,+38.050915,-097.933041
20,157,Republic,Kansas,4980,+39.818188,-097.659183
20,159,Rice,Kansas,10083,+38.321963,-098.201028
20,161,Riley,Kansas,71115,+39.189473,-096.633015
20,163,Rooks,Kansas,5181,+39.314266,-099.316791
20,165,Rush,Kansas,3307,+38.525797,-099.283593
20,167,Russell,Kansas,6970,+38.904508,-098.824959
20,169,Saline,Kansas,55606,+38.815777,-097.606733
20,171,Scott,Kansas,4936,+38.482303,-100.913605
20,173,Sedgwick,Kansas,498365,+37.678808,-097.344603
20,175,Seward,Kansas,22952,+37.052196,-100.916100
20,177,Shawnee,Kansas,177934,+39.035591,-095.705467
20,179,Sheridan,Kansas,2556,+39.367910,-100.467964
20,181,Sherman,Kansas,6010,+39.349294,-101.726283
20,183,Smith,Kansas,3853,+39.770675,-098.809623
20,185,Stafford,Kansas,4437,+38.006860,-098.736685
20,187,Stanton,Kansas,2235,+37.566267,-101.756238
20,189,Stevens,Kansas,5724,+37.190103,-101.322335
20,191,Sumner,Kansas,24132,+37.304076,-097.406852
20,193,Thomas,Kansas,7900,+39.384430,-101.046190
20,195,Trego,Kansas,3001,+39.004452,-099.881979
20,197,Wabaunsee,Kansas,7053,+38.984769,-096.177572
20,199,Wallace,Kansas,1485,+38.888589,-101.765288
20,201,Washington,Kansas,5799,+39.782029,-097.054087
20,203,Wichita,Kansas,2234,+38.494297,-101.349386
20,205,Wilson,Kansas,9409,+37.512574,-095.741217
20,207,Woodson,Kansas,3309,+37.873300,-095.739522
20,209,Wyandotte,Kansas,157505,+39.104143,-094.707937
21,001,Adair,Kentucky,18656,+37.107756,-085.279096
21,003,Allen,Kentucky,19956,+36.747908,-086.208056
21,005,Anderson,Kentucky,21421,+38.028088,-084.923071
21,007,Ballard,Kentucky,8249,+37.044210,-088.978860
21,009,Barren,Kentucky,42173,+36.996774,-085.931813
21,011,Bath,Kentucky,11591,+38.139441,-083.736560
21,013,Bell,Kentucky,28691,+36.687928,-083.701396
21,015,Boone,Kentucky,118811,+38.987100,-084.679715
21,017,Bourbon,Kentucky,19985,+38.202978,-084.246611
21,019,Boyd,Kentucky,49542,+38.431905,-082.666548
21,021,Boyle,Kentucky,28432,+37.635777,-084.799493
21,023,Bracken,Kentucky,8488,+38.702562,-084.070088
21,025,Breathitt,Kentucky,13878,+37.520092,-083.377680
21,027,Breckinridge,Kentucky,20059,+37.770382,-086.410471
21,029,Bullitt,Kentucky,74319,+38.022943,-085.655385
21,031,Butler,Kentucky,12690,+37.218921,-086.680574
21,033,Caldwell,Kentucky,12984,+37.127446,-087.879220
21,035,Calloway,Kentucky,37191,+36.620185,-088.305814
21,037,Campbell,Kentucky,90336,+39.035049,-084.441410
21,039,Carlisle,Kentucky,5104,+36.854337,-088.947880
21,041,Carroll,Kentucky,10811,+38.668554,-085.139328
21,043,Carter,Kentucky,27720,+38.313503,-083.038160
21,045,Casey,Kentucky,15955,+37.303319,-084.924168
21,047,Christian,Kentucky,73955,+36.810955,-087.478173
21,049,Clark,Kentucky,35613,+37.986825,-084.182232
21,051,Clay,Kentucky,21730,+37.169598,-083.746759
21,053,Clinton,Kentucky,10272,+36.713992,-085.135223
21,055,Crittenden,Kentucky,9315,+37.332496,-088.095078
21,057,Cumberland,Kentucky,6856,+36.778888,-085.389079
21,059,Daviess,Kentucky,96656,+37.747732,-087.094971
21,061,Edmonson,Kentucky,12161,+37.196775,-086.255277
21,063,Elliott,Kentucky,7852,+38.122128,-083.106515
21,065,Estill,Kentucky,14672,+37.706277,-083.988899
21,067,Fayette,Kentucky,295803,+38.020523,-084.496639
21,069,Fleming,Kentucky,14348,+38.388567,-083.708286
21,071,Floyd,Kentucky,39451,+37.552299,-082.738526
21,073,Franklin,Kentucky,49285,+38.196045,-084.867592
21,075,Fulton,Kentucky,6813,+36.538176,-089.035017
21,077,Gallatin,Kentucky,8589,+38.764401,-084.842979
21,079,Garrard,Kentucky,16912,+37.649333,-084.575557
21,081,Grant,Kentucky,24662,+38.688104,-084.602069
21,083,Graves,Kentucky,37121,+36.741213,-088.650362
21,085,Grayson,Kentucky,25746,+37.469090,-086.306723
21,087,Green,Kentucky,11258,+37.265597,-085.538944
21,089,Greenup,Kentucky,36910,+38.555431,-082.812206
21,091,Hancock,Kentucky,8565,+37.868017,-086.804762
21,093,Hardin,Kentucky,105543,+37.746047,-085.917039
21,095,Harlan,Kentucky,29278,+36.865625,-083.232825
21,097,Harrison,Kentucky,18846,+38.415966,-084.314823
21,099,Hart,Kentucky,18199,+37.278157,-085.885789
21,101,Henderson,Kentucky,46250,+37.818482,-087.564405
21,103,Henry,Kentucky,15416,+38.431904,-085.179495
21,105,Hickman,Kentucky,4902,+36.666725,-088.959953
21,107,Hopkins,Kentucky,46920,+37.305866,-087.523154
21,109,Jackson,Kentucky,13494,+37.402802,-083.993680
21,111,Jefferson,Kentucky,741096,+38.201775,-085.691832
21,113,Jessamine,Kentucky,48586,+37.884455,-084.587046
21,115,Johnson,Kentucky,23356,+37.829598,-082.813992
21,117,Kenton,Kentucky,159720,+39.013190,-084.548581
21,119,Knott,Kentucky,16346,+37.327590,-082.940555
21,121,Knox,Kentucky,31883,+36.901584,-083.915231
21,123,Larue,Kentucky,14193,+37.544796,-085.723408
21,125,Laurel,Kentucky,58849,+37.091397,-084.087834
21,127,Lawrence,Kentucky,15860,+38.078995,-082.681643
21,129,Lee,Kentucky,7887,+37.591773,-083.701692
21,131,Leslie,Kentucky,11310,+37.115255,-083.376350
21,133,Letcher,Kentucky,24519,+37.145830,-082.807173
21,135,Lewis,Kentucky,13870,+38.562531,-083.347091
21,137,Lincoln,Kentucky,24742,+37.473121,-084.669872
21,139,Livingston,Kentucky,9519,+37.135813,-088.350899
21,141,Logan,Kentucky,26835,+36.859490,-086.865922
21,143,Lyon,Kentucky,8314,+37.060704,-088.079778
21,145,McCracken,Kentucky,65565,+37.048079,-088.648273
21,147,McCreary,Kentucky,18306,+36.715761,-084.446083
21,149,McLean,Kentucky,9531,+37.513232,-087.219315
21,151,Madison,Kentucky,82916,+37.706160,-084.287451
21,153,Magoffin,Kentucky,13333,+37.729816,-083.056234
21,155,Marion,Kentucky,19820,+37.569587,-085.287195
21,157,Marshall,Kentucky,31448,+36.898302,-088.339329
21,159,Martin,Kentucky,12929,+37.830545,-082.516920
21,161,Mason,Kentucky,17490,+38.616398,-083.788535
21,163,Meade,Kentucky,28602,+37.934298,-086.132811
21,165,Menifee,Kentucky,6306,+37.939449,-083.598399
21,167,Mercer,Kentucky,21331,+37.785009,-084.849691
21,169,Metcalfe,Kentucky,10099,+36.990816,-085.641586
21,171,Monroe,Kentucky,10963,+36.708328,-085.729921
21,173,Montgomery,Kentucky,26499,+38.035773,-083.917436
21,175,Morgan,Kentucky,13923,+37.912740,-083.266566
21,177,Muhlenberg,Kentucky,31499,+37.238090,-087.147040
21,179,Nelson,Kentucky,43437,+37.818018,-085.460371
21,181,Nicholas,Kentucky,7135,+38.327655,-084.023779
21,183,Ohio,Kentucky,23842,+37.465058,-086.864293
21,185,Oldham,Kentucky,60316,+38.372848,-085.459538
21,187,Owen,Kentucky,10841,+38.531935,-084.831925
21,189,Owsley,Kentucky,4755,+37.452097,-083.684099
21,191,Pendleton,Kentucky,14877,+38.715798,-084.359742
21,193,Perry,Kentucky,28712,+37.257625,-083.201060
21,195,Pike,Kentucky,65024,+37.463505,-082.420659
21,197,Powell,Kentucky,12613,+37.852293,-083.881130
21,199,Pulaski,Kentucky,63063,+37.092819,-084.614645
21,201,Robertson,Kentucky,2282,+38.520826,-084.048848
21,203,Rockcastle,Kentucky,17056,+37.381612,-084.348396
21,205,Rowan,Kentucky,23333,+38.194616,-083.442318
21,207,Russell,Kentucky,17565,+37.029336,-085.059320
21,209,Scott,Kentucky,47173,+38.231691,-084.570575
21,211,Shelby,Kentucky,42074,+38.213513,-085.230241
21,213,Simpson,Kentucky,17327,+36.733285,-086.572109
21,215,Spencer,Kentucky,17061,+38.059721,-085.350915
21,217,Taylor,Kentucky,24512,+37.350402,-085.343425
21,219,Todd,Kentucky,12460,+36.811760,-087.171454
21,221,Trigg,Kentucky,14339,+36.847047,-087.836202
21,223,Trimble,Kentucky,8809,+38.620698,-085.332526
21,225,Union,Kentucky,15007,+37.653315,-087.926958
21,227,Warren,Kentucky,113792,+36.970396,-086.434563
21,229,Washington,Kentucky,11717,+37.738655,-085.190875
21,231,Wayne,Kentucky,20813,+36.837888,-084.844614
21,233,Webster,Kentucky,13621,+37.499711,-087.687044
21,235,Whitley,Kentucky,35637,+36.809692,-084.140995
21,237,Wolfe,Kentucky,7355,+37.740622,-083.510902
21,239,Woodford,Kentucky,24939,+38.050068,-084.727271
22,001,Acadia,Louisiana,61773,+30.278555,-092.351799
22,003,Allen,Louisiana,25764,+30.669387,-092.774458
22,005,Ascension,Louisiana,107215,+30.248525,-090.934028
22,007,Assumption,Louisiana,23421,+29.922957,-091.066450
22,009,Avoyelles,Louisiana,42073,+31.053586,-092.062566
22,011,Beauregard,Louisiana,35654,+30.733885,-093.287136
22,013,Bienville,Louisiana,14353,+32.388898,-093.080261
22,015,Bossier,Louisiana,116979,+32.555697,-093.656675
22,017,Caddo,Louisiana,254969,+32.472074,-093.800831
22,019,Calcasieu,Louisiana,192768,+30.227531,-093.261485
22,021,Caldwell,Louisiana,10132,+32.078215,-092.103757
22,023,Cameron,Louisiana,6839,+29.956693,-093.212142
22,025,Catahoula,Louisiana,10407,+31.696936,-091.824471
22,027,Claiborne,Louisiana,17195,+32.833682,-093.033060
22,029,Concordia,Louisiana,20822,+31.592783,-091.545991
22,031,De Soto,Louisiana,26656,+32.104980,-093.776734
22,033,East Baton Rouge,Louisiana,440171,+30.462492,-091.100943
22,035,East Carroll,Louisiana,7759,+32.770972,-091.195160
22,037,East Feliciana,Louisiana,20267,+30.826843,-091.089224
22,039,Evangeline,Louisiana,33984,+30.685722,-092.362231
22,041,Franklin,Louisiana,20767,+32.143813,-091.696268
22,043,Grant,Louisiana,22309,+31.534149,-092.542816
22,045,Iberia,Louisiana,73240,+29.994199,-091.810231
22,047,Iberville,Louisiana,33387,+30.272099,-091.234302
22,049,Jackson,Louisiana,16274,+32.280659,-092.646015
22,051,Jefferson,Louisiana,432552,+29.945261,-090.153175
22,053,Jefferson Davis,Louisiana,31594,+30.240194,-092.738028
22,055,Lafayette,Louisiana,221578,+30.205215,-092.043759
22,057,Lafourche,Louisiana,96318,+29.679993,-090.615099
22,059,La Salle,Louisiana,14890,+31.730558,-092.172553
22,061,Lincoln,Louisiana,46735,+32.549258,-092.647930
22,063,Livingston,Louisiana,128026,+30.483388,-090.840765
22,065,Madison,Louisiana,12093,+32.397648,-091.196834
22,067,Morehouse,Louisiana,27979,+32.786393,-091.886161
22,069,Natchitoches,Louisiana,39566,+31.759482,-093.097361
22,071,Orleans,Louisiana,343829,+29.972699,-090.052840
22,073,Ouachita,Louisiana,153720,+32.514346,-092.129634
22,075,Plaquemines,Louisiana,23042,+29.721760,-089.900760
22,077,Pointe Coupee,Louisiana,22802,+30.671070,-091.500060
22,079,Rapides,Louisiana,131613,+31.284580,-092.457473
22,081,Red River,Louisiana,9091,+32.054629,-093.307602
22,083,Richland,Louisiana,20725,+32.441085,-091.714756
22,085,Sabine,Louisiana,24233,+31.581882,-093.566643
22,087,St. Bernard,Louisiana,35897,+29.928239,-089.934425
22,089,St. Charles,Louisiana,52780,+29.939397,-090.376773
22,091,St. Helena,Louisiana,11203,+30.788338,-090.693879
22,093,St. James,Louisiana,22102,+30.020769,-090.737207
22,095,St. John the Baptist,Louisiana,45924,+30.071497,-090.513417
22,097,St. Landry,Louisiana,83384,+30.514029,-092.111314
22,099,St. Martin,Louisiana,52160,+30.229052,-091.835169
22,101,St. Mary,Louisiana,54650,+29.740593,-091.344782
22,103,St. Tammany,Louisiana,233740,+30.383308,-089.948329
22,105,Tangipahoa,Louisiana,121097,+30.571611,-090.455513
22,107,Tensas,Louisiana,5252,+31.964792,-091.297084
22,109,Terrebonne,Louisiana,111860,+29.592812,-090.722239
22,111,Union,Louisiana,22721,+32.794504,-092.404307
22,113,Vermilion,Louisiana,57999,+29.993689,-092.165923
22,115,Vernon,Louisiana,52334,+31.094949,-093.245823
22,117,Washington,Louisiana,47168,+30.835918,-089.996174
22,119,Webster,Louisiana,41207,+32.700100,-093.340925
22,121,West Baton Rouge,Louisiana,23788,+30.443957,-091.264463
22,123,West Carroll,Louisiana,11604,+32.816551,-091.431802
22,125,West Feliciana,Louisiana,15625,+30.893607,-091.404737
22,127,Winn,Louisiana,15313,+31.929892,-092.676588
23,001,Androscoggin,Maine,107702,+44.119069,-070.201312
23,003,Aroostook,Maine,71870,+46.705048,-068.086628
23,005,Cumberland,Maine,281674,+43.748088,-070.305589
23,007,Franklin,Maine,30768,+44.707490,-070.225634
23,009,Hancock,Maine,54418,+44.471475,-068.467743
23,011,Kennebec,Maine,122151,+44.396102,-069.749178
23,013,Knox,Maine,39736,+44.129786,-069.162849
23,015,Lincoln,Maine,34457,+44.032332,-069.555057
23,017,Oxford,Maine,57833,+44.282370,-070.613360
23,019,Penobscot,Maine,153923,+44.953036,-068.794230
23,021,Piscataquis,Maine,17535,+45.242097,-069.263375
23,023,Sagadahoc,Maine,35293,+43.956202,-069.869704
23,025,Somerset,Maine,52228,+44.821921,-069.685757
23,027,Waldo,Maine,38786,+44.491137,-069.086553
23,029,Washington,Maine,32856,+44.863591,-067.464919
23,031,York,Maine,197131,+43.424108,-070.640561
24,001,Allegany,Maryland,75087,+39.629197,-078.822261
24,003,Anne Arundel,Maryland,537656,+39.067301,-076.598917
24,005,Baltimore,Maryland,805029,+39.369252,-076.620366
24,009,Calvert,Maryland,88737,+38.548518,-076.542042
24,011,Caroline,Maryland,33066,+38.874331,-075.831491
24,013,Carroll,Maryland,167134,+39.527218,-076.993100
24,015,Cecil,Maryland,101108,+39.613824,-075.936585
24,017,Charles,Maryland,146551,+38.578559,-076.953006
24,019,Dorchester,Maryland,32618,+38.570623,-076.009758
24,021,Frederick,Maryland,233385,+39.432254,-077.400231
24,023,Garrett,Maryland,30097,+39.512187,-079.303138
24,025,Harford,Maryland,244826,+39.521376,-076.310879
24,027,Howard,Maryland,287085,+39.219271,-076.856729
24,029,Kent,Maryland,20197,+39.245060,-076.058525
24,031,Montgomery,Maryland,971777,+39.086185,-077.122862
24,033,Prince George's,Maryland,863420,+38.908576,-076.889947
24,035,Queen Anne's,Maryland,47798,+39.022436,-076.148099
24,037,St. Mary's,Maryland,105151,+38.307326,-076.578864
24,039,Somerset,Maryland,26470,+38.132883,-075.743445
24,041,Talbot,Maryland,37782,+38.769665,-076.098126
24,043,Washington,Maryland,147430,+39.617574,-077.731386
24,045,Wicomico,Maryland,98733,+38.371571,-075.595082
24,047,Worcester,Maryland,51454,+38.301936,-075.238169
24,510,Baltimore,Maryland,620961,+39.314892,-076.619614
25,001,Barnstable,Massachusetts,215888,+41.690216,-070.333968
25,003,Berkshire,Massachusetts,131219,+42.460781,-073.216577
25,005,Bristol,Massachusetts,548285,+41.793219,-071.108301
25,007,Dukes,Massachusetts,16535,+41.421286,-070.602745
25,009,Essex,Massachusetts,743159,+42.624790,-070.987816
25,011,Franklin,Massachusetts,71372,+42.578289,-072.558703
25,013,Hampden,Massachusetts,463490,+42.125927,-072.575325
25,015,Hampshire,Massachusetts,158080,+42.312537,-072.573322
25,017,Middlesex,Massachusetts,1503085,+42.448546,-071.255223
25,019,Nantucket,Massachusetts,10172,+41.267912,-070.091120
25,021,Norfolk,Massachusetts,670850,+42.202695,-071.147560
25,023,Plymouth,Massachusetts,494919,+42.023962,-070.853689
25,025,Suffolk,Massachusetts,722023,+42.334806,-071.078632
25,027,Worcester,Massachusetts,798552,+42.303704,-071.805321
26,001,Alcona,Michigan,10942,+44.665115,-083.467594
26,003,Alger,Michigan,9601,+46.388671,-086.700410
26,005,Allegan,Michigan,111408,+42.603137,-085.874288
26,007,Alpena,Michigan,29598,+45.050953,-083.504463
26,009,Antrim,Michigan,23580,+44.978647,-085.198692
26,011,Arenac,Michigan,15899,+44.044496,-083.882730
26,013,Baraga,Michigan,8860,+46.765021,-088.454260
26,015,Barry,Michigan,59173,+42.614153,-085.341744
26,017,Bay,Michigan,107771,+43.630574,-083.928385
26,019,Benzie,Michigan,17525,+44.650382,-086.016123
26,021,Berrien,Michigan,156813,+41.987514,-086.407539
26,023,Branch,Michigan,45248,+41.929764,-085.031761
26,025,Calhoun,Michigan,136146,+42.289509,-085.101835
26,027,Cass,Michigan,52293,+41.891974,-086.040589
26,029,Charlevoix,Michigan,25949,+45.247029,-085.115158
26,031,Cheboygan,Michigan,26152,+45.512741,-084.518691
26,033,Chippewa,Michigan,38520,+46.367641,-084.395364
26,035,Clare,Michigan,30926,+43.945731,-084.826409
26,037,Clinton,Michigan,75382,+42.891278,-084.555030
26,039,Crawford,Michigan,14074,+44.655061,-084.666533
26,041,Delta,Michigan,37069,+45.802381,-087.066378
26,043,Dickinson,Michigan,26168,+45.833651,-088.013810
26,045,Eaton,Michigan,107759,+42.643870,-084.740485
26,047,Emmet,Michigan,32694,+45.433951,-084.908934
26,049,Genesee,Michigan,425790,+43.006414,-083.694732
26,051,Gladwin,Michigan,25692,+43.967071,-084.437377
26,053,Gogebic,Michigan,16427,+46.435975,-089.978538
26,055,Grand Traverse,Michigan,86986,+44.710656,-085.607171
26,057,Gratiot,Michigan,42476,+43.343314,-084.629372
26,059,Hillsdale,Michigan,46688,+41.917025,-084.603983
26,061,Houghton,Michigan,36628,+47.127650,-088.541610
26,063,Huron,Michigan,33118,+43.833604,-083.061783
26,065,Ingham,Michigan,280895,+42.688880,-084.487816
26,067,Ionia,Michigan,63905,+42.956879,-085.085925
26,069,Iosco,Michigan,25887,+44.356582,-083.536960
26,071,Iron,Michigan,11817,+46.098021,-088.534279
26,073,Isabella,Michigan,70311,+43.607247,-084.799832
26,075,Jackson,Michigan,160248,+42.241313,-084.406366
26,077,Kalamazoo,Michigan,250331,+42.263480,-085.584896
26,079,Kalkaska,Michigan,17153,+44.720698,-085.166074
26,081,Kent,Michigan,602622,+42.963793,-085.626605
26,083,Keweenaw,Michigan,2156,+47.333639,-088.302470
26,085,Lake,Michigan,11539,+43.959810,-085.798358
26,087,Lapeer,Michigan,88319,+43.059695,-083.250561
26,089,Leelanau,Michigan,21708,+44.909768,-085.732585
26,091,Lenawee,Michigan,99892,+41.925187,-084.052388
26,093,Livingston,Michigan,180967,+42.573054,-083.857596
26,095,Luce,Michigan,6631,+46.334456,-085.550951
26,097,Mackinac,Michigan,11113,+45.997905,-084.879992
26,099,Macomb,Michigan,840978,+42.586890,-082.957388
26,101,Manistee,Michigan,24733,+44.303916,-086.188019
26,103,Marquette,Michigan,67077,+46.486961,-087.494598
26,105,Mason,Michigan,28705,+43.974937,-086.347842
26,107,Mecosta,Michigan,42798,+43.653562,-085.388822
26,109,Menominee,Michigan,24029,+45.341048,-087.582124
26,111,Midland,Michigan,83629,+43.642775,-084.298064
26,113,Missaukee,Michigan,14849,+44.305822,-085.179438
26,115,Monroe,Michigan,152021,+41.900249,-083.485782
26,117,Montcalm,Michigan,63342,+43.288474,-085.180571
26,119,Montmorency,Michigan,9765,+44.999428,-084.123031
26,121,Muskegon,Michigan,172188,+43.244173,-086.215441
26,123,Newaygo,Michigan,48460,+43.466920,-085.809843
26,125,Oakland,Michigan,1202362,+42.587535,-083.310386
26,127,Oceana,Michigan,26570,+43.632703,-086.304176
26,129,Ogemaw,Michigan,21699,+44.287569,-084.123289
26,131,Ontonagon,Michigan,6780,+46.720246,-089.285100
26,133,Osceola,Michigan,23528,+43.965561,-085.351195
26,135,Oscoda,Michigan,8640,+44.696783,-084.147141
26,137,Otsego,Michigan,24164,+45.006777,-084.666879
26,139,Ottawa,Michigan,263801,+42.909362,-086.021326
26,141,Presque Isle,Michigan,13376,+45.356834,-083.873629
26,143,Roscommon,Michigan,24449,+44.364864,-084.649836
26,145,Saginaw,Michigan,200169,+43.398200,-083.993736
26,147,St. Clair,Michigan,163040,+42.911355,-082.564383
26,149,St. Joseph,Michigan,61295,+41.888048,-085.527190
26,151,Sanilac,Michigan,43114,+43.364275,-082.779371
26,153,Schoolcraft,Michigan,8485,+46.004789,-086.227647
26,155,Shiawassee,Michigan,70648,+42.942805,-084.147237
26,157,Tuscola,Michigan,55729,+43.429727,-083.435718
26,159,Van Buren,Michigan,76258,+42.260692,-086.009940
26,161,Washtenaw,Michigan,344791,+42.256943,-083.727147
26,163,Wayne,Michigan,1820584,+42.332610,-083.217933
26,165,Wexford,Michigan,32735,+44.307684,-085.485562
27,001,Aitkin,Minnesota,16202,+46.570765,-093.524368
27,003,Anoka,Minnesota,330844,+45.195145,-093.270245
27,005,Becker,Minnesota,32504,+46.849159,-095.776251
27,007,Beltrami,Minnesota,44442,+47.591009,-094.863032
27,009,Benton,Minnesota,38451,+45.633538,-094.102484
27,011,Big Stone,Minnesota,5269,+45.400021,-096.443222
27,013,Blue Earth,Minnesota,64013,+44.129816,-093.998839
27,015,Brown,Minnesota,25893,+44.284244,-094.599226
27,017,Carlton,Minnesota,35386,+46.642726,-092.536239
27,019,Carver,Minnesota,91042,+44.838040,-093.679956
27,021,Cass,Minnesota,28567,+46.814565,-094.415763
27,023,Chippewa,Minnesota,12441,+44.960561,-095.620749
27,025,Chisago,Minnesota,53887,+45.453007,-092.924051
27,027,Clay,Minnesota,58999,+46.857998,-096.672421
27,029,Clearwater,Minnesota,8695,+47.561894,-095.388249
27,031,Cook,Minnesota,5176,+47.783499,-090.337909
27,033,Cottonwood,Minnesota,11687,+43.941510,-095.119501
27,035,Crow Wing,Minnesota,62500,+46.430372,-094.158899
27,037,Dakota,Minnesota,398552,+44.765954,-093.151767
27,039,Dodge,Minnesota,20087,+44.029980,-092.808798
27,041,Douglas,Minnesota,36009,+45.909027,-095.391990
27,043,Faribault,Minnesota,14553,+43.680245,-093.957933
27,045,Fillmore,Minnesota,20866,+43.692687,-092.082719
27,047,Freeborn,Minnesota,31255,+43.662563,-093.361794
27,049,Goodhue,Minnesota,46183,+44.449072,-092.667524
27,051,Grant,Minnesota,6018,+45.943212,-095.936611
27,053,Hennepin,Minnesota,1152425,+44.974633,-093.361190
27,055,Houston,Minnesota,19027,+43.718927,-091.440063
27,057,Hubbard,Minnesota,20428,+47.057887,-094.934153
27,059,Isanti,Minnesota,37816,+45.544297,-093.261468
27,061,Itasca,Minnesota,45058,+47.315978,-093.520532
27,063,Jackson,Minnesota,10266,+43.665988,-095.112558
27,065,Kanabec,Minnesota,16239,+45.886315,-093.299412
27,067,Kandiyohi,Minnesota,42239,+45.155050,-095.016796
27,069,Kittson,Minnesota,4552,+48.729536,-096.781108
27,071,Koochiching,Minnesota,13311,+48.509405,-093.485728
27,073,Lac qui Parle,Minnesota,7259,+44.982243,-096.133339
27,075,Lake,Minnesota,10866,+47.180205,-091.557430
27,077,Lake of the Woods,Minnesota,4045,+48.765863,-094.745194
27,079,Le Sueur,Minnesota,27703,+44.393730,-093.717527
27,081,Lincoln,Minnesota,5896,+44.375241,-096.253532
27,083,Lyon,Minnesota,25857,+44.428427,-095.795395
27,085,McLeod,Minnesota,36651,+44.859713,-094.264668
27,087,Mahnomen,Minnesota,5413,+47.296073,-095.840755
27,089,Marshall,Minnesota,9439,+48.310109,-096.532098
27,091,Martin,Minnesota,20840,+43.665285,-094.511487
27,093,Meeker,Minnesota,23300,+45.136368,-094.482983
27,095,Mille Lacs,Minnesota,26097,+45.794231,-093.624487
27,097,Morrison,Minnesota,33198,+45.983428,-094.327628
27,099,Mower,Minnesota,39163,+43.665099,-092.898185
27,101,Murray,Minnesota,8725,+43.986450,-095.741030
27,103,Nicollet,Minnesota,32727,+44.265357,-094.060790
27,105,Nobles,Minnesota,21378,+43.636327,-095.667405
27,107,Norman,Minnesota,6852,+47.307989,-096.477907
27,109,Olmsted,Minnesota,144248,+44.023967,-092.473176
27,111,Otter Tail,Minnesota,57303,+46.405065,-095.793598
27,113,Pennington,Minnesota,13930,+48.102255,-096.148403
27,115,Pine,Minnesota,29750,+46.033410,-092.892705
27,117,Pipestone,Minnesota,9596,+43.981472,-096.270609
27,119,Polk,Minnesota,31600,+47.780427,-096.550934
27,121,Pope,Minnesota,10995,+45.629871,-095.437130
27,123,Ramsey,Minnesota,508640,+44.993146,-093.106321
27,125,Red Lake,Minnesota,4089,+47.876104,-096.135646
27,127,Redwood,Minnesota,16059,+44.438880,-095.195158
27,129,Renville,Minnesota,15730,+44.721974,-094.937875
27,131,Rice,Minnesota,64142,+44.370592,-093.260361
27,133,Rock,Minnesota,9687,+43.648101,-096.238816
27,135,Roseau,Minnesota,15629,+48.821304,-095.648394
27,137,St. Louis,Minnesota,200226,+47.085203,-092.311226
27,139,Scott,Minnesota,129928,+44.713131,-093.467891
27,141,Sherburne,Minnesota,88499,+45.404646,-093.721897
27,143,Sibley,Minnesota,15226,+44.582707,-094.168405
27,145,Stearns,Minnesota,150642,+45.557830,-094.360801
27,147,Steele,Minnesota,36576,+44.064305,-093.214413
27,149,Stevens,Minnesota,9726,+45.580687,-095.926026
27,151,Swift,Minnesota,9783,+45.274076,-095.644420
27,153,Todd,Minnesota,24895,+46.066924,-094.886512
27,155,Traverse,Minnesota,3558,+45.751079,-096.549170
27,157,Wabasha,Minnesota,21676,+44.297858,-092.221086
27,159,Wadena,Minnesota,13843,+46.524393,-095.041370
27,161,Waseca,Minnesota,19136,+44.061000,-093.549998
27,163,Washington,Minnesota,238136,+44.988623,-092.920897
27,165,Watonwan,Minnesota,11211,+43.993423,-094.583786
27,167,Wilkin,Minnesota,6576,+46.316536,-096.529683
27,169,Winona,Minnesota,51461,+44.023706,-091.714435
27,171,Wright,Minnesota,124700,+45.197631,-093.828888
27,173,Yellow Medicine,Minnesota,10438,+44.737553,-095.825953
28,001,Adams,Mississippi,32297,+31.547641,-091.352164
28,003,Alcorn,Mississippi,37057,+34.908785,-088.531068
28,005,Amite,Mississippi,13131,+31.180019,-090.817613
28,007,Attala,Mississippi,19564,+33.066234,-089.586852
28,009,Benton,Mississippi,8729,+34.810110,-089.204186
28,011,Bolivar,Mississippi,34145,+33.772280,-090.775341
28,013,Calhoun,Mississippi,14962,+33.929772,-089.306905
28,015,Carroll,Mississippi,10597,+33.458389,-089.918375
28,017,Chickasaw,Mississippi,17392,+33.932227,-088.931815
28,019,Choctaw,Mississippi,8547,+33.342151,-089.236281
28,021,Claiborne,Mississippi,9604,+31.935954,-090.954141
28,023,Clarke,Mississippi,16732,+32.062753,-088.730627
28,025,Clay,Mississippi,20634,+33.624590,-088.692460
28,027,Coahoma,Mississippi,26151,+34.222427,-090.569863
28,029,Copiah,Mississippi,29449,+31.889652,-090.379200
28,031,Covington,Mississippi,19568,+31.637591,-089.548718
28,033,DeSoto,Mississippi,161252,+34.930400,-089.956695
28,035,Forrest,Mississippi,74934,+31.309039,-089.287875
28,037,Franklin,Mississippi,8118,+31.473218,-090.872761
28,039,George,Mississippi,22578,+30.870536,-088.592895
28,041,Greene,Mississippi,14400,+31.193014,-088.626139
28,043,Grenada,Mississippi,21906,+33.768122,-089.802799
28,045,Hancock,Mississippi,43929,+30.379392,-089.405662
28,047,Harrison,Mississippi,187105,+30.432955,-089.063834
28,049,Hinds,Mississippi,245285,+32.303868,-090.255669
28,051,Holmes,Mississippi,19198,+33.090289,-090.028400
